Module,Submodule,Parent ID,Test Case #,Scenario,Precondition,Test Data,Test steps,Expected Result,Labels,Priority,Automation Status,Countries applicable,Partners applicable,Automation mapped TC
Adyen Apple Pay,PreAuth - Split Fee Configuration,PA-SPLIT,AP-PREAUTH-SPLIT-002,PreAuth Tip with Platform Fee - Multi-Party Split Validation,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Driver merchant_id: 1235000
- Platform merchant_id: 663208115","Authorized transaction: amount=25.00 GBP, transaction_status_id=14
Adjustment: amount=30.00 GBP
Split configuration: 
  [{partner_merchant_id: 1235000, type_id: 5, value: 5.00, value_type: 'amount'},
   {partner_merchant_id: 663208115, type_id: 1, value: 2.50, value_type: 'amount'}]","1. Verify PreAuth transaction with status=14 and amount=25.00.
2. Call adjustment API with amount=30.00 and split_fee array containing two entries (driver tip £5.00, platform fee £2.50).
3. Verify adjustment succeeds and status remains 14.
4. Call capture API with amount=30.00.
5. Verify transaction_status_id changes to 1.
6. Query split_fees table and verify TWO records exist for this transaction.
7. Validate first split_fee entry for driver (type_id=5, value=5.00).
8. Validate second split_fee entry for platform (type_id=1, value=2.50).
9. Query settlements table and verify THREE entries: driver, platform, and merchant.
10. Verify sum of all settlements equals £30.00.","1. After adjustment:
   - transaction_status_id: 14
   - adjusted_amount: 30.00
2. After capture:
   - transaction_status_id: 1
   - captured_amount: 30.00
3. Split_fees table contains TWO records:
   3.a Driver tip record:
       - partner_merchant_id: 1235000
       - type_id: 5
       - value: 5.00
       - value_type: 'amount'
       - transaction_xref: [unique_xref]
   3.b Platform fee record:
       - partner_merchant_id: 663208115
       - type_id: 1
       - value: 2.50
       - value_type: 'amount'
       - transaction_xref: [unique_xref]
4. Settlements table contains THREE records:
   - Driver (1235000): £5.00
   - Platform (663208115): £2.50
   - Merchant (663207640): £22.50
5. Sum verification: £5.00 + £2.50 + £22.50 = £30.00.
6. Audit log: Status 14→14→1.
7. Webhook log: capture.success with multi-party split details.
8. PSP dashboard shows split payment indicator with breakdown.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Split Fee Configuration,PA-SPLIT,AP-PREAUTH-SPLIT-003,PreAuth Complex 3-Way Split - Maximum Split Validation,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Three merchant IDs configured: Driver (1235000), Platform (663208115), Partner (663208116)","Authorized transaction: amount=30.00 GBP, transaction_status_id=14
Adjustment: amount=35.00 GBP
Split configuration:
  [{partner_merchant_id: 1235000, type_id: 5, value: 5.00, value_type: 'amount'},
   {partner_merchant_id: 663208115, type_id: 1, value: 1.50, value_type: 'amount'},
   {partner_merchant_id: 663208116, type_id: 2, value: 1.00, value_type: 'amount'}]","1. Verify PreAuth transaction with status=14 and amount=30.00.
2. Call adjustment API with amount=35.00 and split_fee array containing three entries.
3. Verify adjustment API succeeds and status remains 14.
4. Call capture API with amount=35.00.
5. Verify transaction_status_id changes to 1.
6. Query split_fees table and verify THREE records exist.
7. Validate each split_fee entry has correct partner_merchant_id, type_id, value, and transaction_xref.
8. Query settlements table and verify FOUR separate entries (3 partners + 1 merchant).
9. Calculate and verify sum of all settlements equals £35.00.
10. Cross-check partner merchant balance tables for fund allocation.","1. After adjustment:
   - transaction_status_id: 14
   - adjusted_amount: 35.00
2. After capture:
   - transaction_status_id: 1
   - captured_amount: 35.00
3. Split_fees table contains THREE records:
   3.a Driver: partner_merchant_id=1235000, type_id=5, value=5.00
   3.b Platform: partner_merchant_id=663208115, type_id=1, value=1.50
   3.c Partner: partner_merchant_id=663208116, type_id=2, value=1.00
   All records have same transaction_xref.
4. Settlements table contains FOUR records:
   - Driver (1235000): £5.00
   - Platform (663208115): £1.50
   - Partner (663208116): £1.00
   - Merchant (663207640): £27.50
5. Sum verification: £5.00 + £1.50 + £1.00 + £27.50 = £35.00.
6. Partner merchant balance tables updated with allocated amounts.
7. Audit log: Complete flow 14→14→1 with three-way split.
8. Webhook log: capture.success with detailed split breakdown.
9. Maximum complexity split test validated successfully.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Split Fee Configuration,PA-SPLIT,AP-PREAUTH-SPLIT-004,PreAuth Missing Driver Merchant ID - Error Validation,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Driver not yet assigned to order","Authorized transaction: amount=20.00 GBP, transaction_status_id=14
Adjustment: amount=23.00 GBP (tip: £3.00)
Split configuration: [{type_id: 5, value: 3.00, value_type: 'amount'}]
Note: partner_merchant_id is missing or NULL","1. Verify PreAuth transaction with status=14 and amount=20.00.
2. Call adjustment API with amount=23.00 and split_fee array missing partner_merchant_id for driver.
3. Capture the API error response.
4. Verify appropriate error message is returned.
5. Query payment table and verify transaction_status_id remains 14.
6. Verify adjusted_amount is NULL or not updated.
7. Check audit_log for failed adjustment attempt with validation error.
8. Alternatively, if system allows: verify adjustment succeeds but capture fails without driver_id.
9. Validate system behavior enforces driver merchant_id requirement.","Scenario A - Adjustment Rejected:
1. Adjustment API returns error response:
   - error_code: 'MISSING_REQUIRED_FIELD' or 'INVALID_SPLIT_CONFIG'
   - error_message: 'partner_merchant_id required for tip split' or similar
2. Payment table:
   - transaction_status_id: 14 (unchanged)
   - adjusted_amount: NULL
3. Audit_log: Failed adjustment with validation error.
4. Split_fees table: No records.

Scenario B - Adjustment Succeeds, Capture Fails:
1. Adjustment API succeeds, adjusted_amount=23.00, status=14.
2. Capture API returns error:
   - error_message: 'Cannot process split without driver merchant_id'
3. Payment table:
   - transaction_status_id: 14 (capture failed)
   - adjusted_amount: 23.00
   - captured_amount: NULL

Scenario C - Tip Held in Escrow:
1. Capture succeeds at £20.00 only (tip excluded).
2. Tip £3.00 held in escrow pending driver assignment.

Critical business rule validation: System enforces driver_id requirement for tip splits.",preauth_capture_delay,P0,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Timing & Expiry,PA-TIME,AP-PREAUTH-TIME-001,PreAuth Immediate Capture - No Tip Window,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- No tip window required for this order type","Authorized transaction: amount=18.00 GBP, transaction_status_id=14
No adjustment (customer does not have option to add tip)
Immediate capture: amount=18.00 GBP","1. Complete PreAuth authorization for £18.00.
2. Verify payment table shows transaction_status_id=14.
3. Immediately call capture API with amount=18.00 (no adjustment API call).
4. Verify transaction_status_id changes directly from 14 to 1.
5. Query audit_log and verify NO adjustment event exists.
6. Verify time difference between auth and capture is less than 1 minute.
7. Check split_fees table and verify no records (no tip).
8. Verify settlements table shows single merchant entry for £18.00.","1. PreAuth completes with status=14.
2. After immediate capture:
   - transaction_status_id: 1 (direct transition 14→1)
   - amount: 18.00
   - adjusted_amount: NULL
   - captured_amount: 18.00
3. Audit_log shows:
   - PreAuth event (status=14, timestamp=T0)
   - Capture event (status=1, timestamp=T0+<1min)
   - NO adjustment event
4. Time delta: capture_time - auth_time < 60 seconds.
5. Split_fees table: No records.
6. Settlements table: Single merchant entry £18.00.
7. Webhook log: capture.success event.
8. Fast-track order validated - direct capture without adjustment.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Timing & Expiry,PA-TIME,AP-PREAUTH-TIME-002,PreAuth Tip within 30 Minutes - Standard Window Validation,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Tip window configured for 30 minutes
- 25 minutes have elapsed since authorization","Authorized transaction: amount=22.00 GBP, auth_time=T0, transaction_status_id=14
Customer adds tip at T=25 minutes
Adjustment: amount=25.00 GBP (tip: £3.00)
Capture at T=30 minutes","1. Complete PreAuth authorization at T=0 for £22.00, verify status=14.
2. Wait 25 minutes (or simulate timestamp).
3. Call adjustment API at T=25 with amount=25.00 and driver tip split.
4. Verify adjustment succeeds and status remains 14.
5. Call capture API at T=30 with amount=25.00.
6. Verify transaction_status_id changes to 1.
7. Query audit_log and verify timestamps: auth(T0), adjustment(T25), capture(T30).
8. Verify time difference: adjustment within 30-minute window.
9. Validate split_fees and settlements for driver tip £3.00.","1. PreAuth at T=0: status=14, amount=22.00.
2. After adjustment at T=25:
   - transaction_status_id: 14 (unchanged)
   - adjusted_amount: 25.00
   - Status remained 14 for 25 minutes
3. After capture at T=30:
   - transaction_status_id: 1
   - captured_amount: 25.00
4. Audit_log timestamps:
   - PreAuth: T=0, status=14
   - Adjustment: T=25 mins, status=14
   - Capture: T=30 mins, status=1
5. Time validation: Adjustment within 30-minute tip window.
6. Split_fees table: Driver £3.00, type_id=5.
7. Settlements: Driver £3.00, Merchant £22.00.
8. Standard tip window validated successfully.",preauth_capture_delay,P0,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Timing & Expiry,PA-TIME,AP-PREAUTH-TIME-003,PreAuth Tip within 2 Hours - Extended Window Boundary,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Extended tip window configured for 2 hours
- 90 minutes have elapsed since authorization","Authorized transaction: amount=28.00 GBP, auth_time=T0, transaction_status_id=14
Customer adds tip at T=90 minutes
Adjustment: amount=32.00 GBP (tip: £4.00)
Capture at T=120 minutes (2 hours)","1. Complete PreAuth authorization at T=0 for £28.00, verify status=14.
2. Simulate or wait 90 minutes.
3. Call adjustment API at T=90 with amount=32.00 and driver tip split.
4. Verify adjustment succeeds and status remains 14.
5. Call capture API at T=120 (2 hours) with amount=32.00.
6. Verify transaction_status_id changes to 1.
7. Query audit_log for timestamp validation: auth(T0), adjustment(T90), capture(T120).
8. Verify status remained 14 for full 2-hour period before capture.
9. Validate tip split and settlements.","1. PreAuth at T=0: status=14, amount=28.00.
2. After adjustment at T=90 (1.5 hours):
   - transaction_status_id: 14
   - adjusted_amount: 32.00
3. After capture at T=120 (2 hours):
   - transaction_status_id: 1
   - captured_amount: 32.00
4. Audit_log timestamps:
   - PreAuth: T=0, status=14
   - Adjustment: T=90 mins (1.5 hrs), status=14
   - Capture: T=120 mins (2 hrs), status=1
5. Time validation: Status=14 maintained for full 2-hour window.
6. Split_fees: Driver £4.00.
7. Settlements: Driver £4.00, Merchant £28.00.
8. Extended tip window boundary test validated.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Timing & Expiry,PA-TIME,AP-PREAUTH-TIME-004,PreAuth After Authorization Expiry - 7 Day Limit Validation,"- Ensure the MID is pointed to Adyen
- Transaction was authorized 8 days ago with status=14
- PSP authorization expiry = 7 days (default)","Authorized transaction: amount=20.00 GBP, auth_date=8 days ago, transaction_status_id=14 (initially)
Current date: 8 days after authorization
Attempted adjustment: amount=22.00 GBP (tip: £2.00)","1. Verify PreAuth transaction authorized 8 days ago in payment table.
2. Check current transaction_status_id (should be expired or auto-cancelled by PSP).
3. Attempt to call adjustment API with amount=22.00.
4. Capture the API error response.
5. Verify appropriate error message indicates authorization expired.
6. Query payment table and verify status changed from 14 to expired/cancelled.
7. Check audit_log for authorization expiry event.
8. Verify no split_fees records created.
9. Confirm original authorization is no longer valid for capture.","1. Payment table current state:
   - payment_provider_id: 5
   - txn_type: 'PreAuth'
   - transaction_status_id: expired/cancelled (system-specific status, no longer 14)
   - amount: 20.00
   - adjusted_amount: NULL
   - captured_amount: NULL
2. Adjustment API returns error:
   - error_code: 'AUTH_EXPIRED' or 'INVALID_STATUS'
   - error_message: 'Authorization expired' or 'Cannot adjust expired authorization'
3. Audit_log contains:
   - Original PreAuth event (8 days ago, status=14)
   - Authorization expiry event (7 days after auth)
   - Failed adjustment attempt (status=expired)
4. Split_fees table: No records.
5. No capture possible - auth expired after 7 days (PSP limit).
6. Customer would need to re-authorize new transaction.
7. PSP auth expiry validation successful.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Timing & Expiry,PA-TIME,AP-PREAUTH-TIME-005,PreAuth Adjustment API Timeout - Fallback to Original Amount,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Network connectivity issue or API timeout simulated","Authorized transaction: amount=25.00 GBP, transaction_status_id=14
Adjustment attempt: amount=29.00 GBP (tip: £4.00)
Adjustment API: Timeout (no response received)
Fallback: Capture original amount 25.00 GBP","1. Verify PreAuth transaction with status=14 and amount=25.00.
2. Call adjustment API with amount=29.00 - API times out (no response).
3. Wait for timeout period (e.g., 30 seconds).
4. Verify system timeout handling and retry logic.
5. After all retries fail, verify system falls back to original amount.
6. Call capture API with amount=25.00 (fallback to original).
7. Verify capture succeeds with status changing to 1.
8. Query audit_log for timeout error and fallback capture.
9. Check alerting system for timeout notification to support team.
10. Verify customer not charged tip amount due to timeout.","1. Adjustment API timeout:
   - No response received within timeout period
   - Retry attempts logged (if configured)
2. Payment table after timeout:
   - transaction_status_id: 14 (unchanged during timeout)
   - amount: 25.00 (original)
   - adjusted_amount: NULL (not updated due to timeout)
   - captured_amount: NULL
3. System fallback behavior:
   - Proceeds to capture with original amount £25.00
4. After fallback capture:
   - transaction_status_id: 1
   - captured_amount: 25.00 (original amount, tip excluded)
5. Audit_log contains:
   - PreAuth event (status=14)
   - Adjustment timeout error (status=14)
   - Fallback capture event (status 14→1, amount=25.00)
6. Alerts table: Support team notification sent.
7. Split_fees table: No records (tip not applied).
8. Settlements: Single merchant entry £25.00.
9. Graceful error handling validated - customer charged original amount only.",preauth_capture_delay,P2,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Error Handling,PA-ERROR,AP-PREAUTH-ERROR-001,PreAuth Adjustment API Fails - Fallback to Original Amount,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Adjustment API experiences internal error","Authorized transaction: amount=20.00 GBP, transaction_status_id=14
Adjustment attempt: amount=24.00 GBP (tip: £4.00)
Adjustment API: Returns error response (e.g., HTTP 500 or validation error)","1. Verify PreAuth transaction with status=14 and amount=20.00.
2. Call adjustment API with amount=24.00 and driver tip split.
3. API returns error response (e.g., HTTP 500 Internal Server Error or validation error).
4. Capture the error response details (error_code, error_message).
5. Verify payment table shows adjusted_amount remains NULL or unchanged.
6. Verify transaction_status_id remains 14 (failed adjustment doesn't change status).
7. Check audit_log for failed adjustment attempt with error details.
8. System proceeds to capture original amount as fallback.
9. Call capture API with amount=20.00 (original).
10. Verify capture succeeds with status changing to 1.
11. Check alerting system for error notification to support team.","1. Adjustment API error response:
   - HTTP status: 500 or 400
   - error_code: 'ADJUSTMENT_FAILED' or 'INTERNAL_ERROR'
   - error_message: Detailed error description
2. Payment table after failed adjustment:
   - payment_provider_id: 5
   - txn_type: 'PreAuth'
   - transaction_status_id: 14 (UNCHANGED - failed adjustment doesn't affect status)
   - amount: 20.00
   - adjusted_amount: NULL (NOT updated)
   - captured_amount: NULL
3. Audit_log:
   - PreAuth event (status=14)
   - Failed adjustment with error details (status=14)
   - Fallback capture event (status 14→1, amount=20.00)
4. After fallback capture:
   - transaction_status_id: 1
   - captured_amount: 20.00 (original amount only)
5. Split_fees table: No records (tip excluded due to failed adjustment).
6. Settlements: Single merchant entry £20.00.
7. Alerts table: Support team notified of adjustment failure.
8. Webhook log: capture.success with original amount £20.00.
9. Graceful error handling - customer charged original amount, tip excluded.",preauth_capture_delay,P0,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Error Handling,PA-ERROR,AP-PREAUTH-ERROR-002,PreAuth Capture API Fails - Retry Mechanism Validation,"- Ensure the MID is pointed to Adyen
- Transaction adjusted to £30.00 with status=14
- Capture API experiences failure","Authorized transaction: amount=25.00 GBP
Adjusted transaction: amount=30.00 GBP (tip: £5.00), transaction_status_id=14
Capture attempt: amount=30.00 GBP
Capture API: Initial failure, retry mechanism triggered","1. Verify PreAuth transaction with status=14 and adjusted_amount=30.00.
2. Call capture API with amount=30.00 - initial call fails.
3. Capture the first error response.
4. Verify transaction_status_id remains 14 (failed capture doesn't change status to 1).
5. Check system retry mechanism triggers automatically.
6. Verify retry attempts are made (e.g., 3 retries with exponential backoff).
7. Monitor payment table status during retries (should remain 14 until success).
8. If all retries fail, verify manual intervention alert is sent.
9. Query audit_log for all capture attempts with timestamps.
10. Verify system maintains data integrity during retry process.","1. First capture attempt fails:
   - Error response returned
   - Payment table: transaction_status_id=14 (UNCHANGED)
2. System retry mechanism:
   - Retry 1: Status=14, attempt logged
   - Retry 2: Status=14, attempt logged
   - Retry 3: Status=14, attempt logged
3. Scenario A - Retry succeeds:
   - One of the retries succeeds
   - Payment table: transaction_status_id changes to 1
   - captured_amount: 30.00
   - Split_fees and settlements created
4. Scenario B - All retries fail:
   - After 3 failed attempts, status remains 14
   - captured_amount: NULL
   - Manual intervention required
5. Audit_log contains:
   - PreAuth event (status=14)
   - Adjustment event (status=14)
   - Multiple capture attempts (status=14 for each failed attempt)
   - Final capture success (status 14→1) OR final failure (status=14)
6. Alerts table:
   - Critical alert sent if all retries fail
   - Support team notification for manual intervention
7. Split_fees table:
   - Created only if capture ultimately succeeds
   - No records if all retries fail
8. Status integrity maintained: Remains 14 until successful capture.",preauth_capture_delay,P0,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Error Handling,PA-ERROR,AP-PREAUTH-ERROR-003,PreAuth Invalid Transaction Reference - Adjustment Rejection,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Incorrect xref value used in API request","Authorized transaction: xref=O555705591M663207640T60573899, amount=22.00 GBP, transaction_status_id=14
Adjustment attempt with invalid xref: xref=INVALID_XREF_123456, amount=25.00 GBP","1. Verify correct PreAuth transaction exists with valid xref and status=14.
2. Call adjustment API with incorrect/invalid xref value.
3. Capture the API error response.
4. Verify error response contains 'Invalid transaction reference' or similar message.
5. Query payment table using correct xref and verify no changes made.
6. Verify transaction_status_id remains 14.
7. Verify amount and adjusted_amount fields unchanged.
8. Check audit_log for failed adjustment attempt with invalid xref.
9. Verify split_fees table has no records created.
10. Confirm original transaction remains intact and unaffected.","1. Adjustment API returns error response:
   - HTTP status: 400 Bad Request or 404 Not Found
   - error_code: 'INVALID_XREF' or 'TRANSACTION_NOT_FOUND'
   - error_message: 'Invalid transaction reference' or 'Transaction not found'
   - request_id: unique identifier for tracking
2. Payment table (queried with correct xref):
   - payment_provider_id: 5
   - txn_type: 'PreAuth'
   - transaction_status_id: 14 (UNCHANGED)
   - amount: 22.00 (UNCHANGED)
   - adjusted_amount: NULL (UNCHANGED)
   - captured_amount: NULL
   - xref: O555705591M663207640T60573899 (correct value)
3. Audit_log:
   - PreAuth event for correct xref (status=14)
   - Failed adjustment attempt with invalid xref logged
   - Error details: 'Invalid xref: INVALID_XREF_123456'
4. Split_fees table: No records.
5. Original transaction integrity maintained.
6. API validation prevents unauthorized modifications.
7. System properly rejects requests with invalid transaction references.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Error Handling,PA-ERROR,AP-PREAUTH-ERROR-004,PreAuth Invalid Merchant ID - Capture Rejection,"- Ensure the MID is pointed to Adyen
- Transaction authorized and adjusted with status=14
- Incorrect merchant_id used in capture request","Authorized transaction: merchant_id=663207640, amount=30.00 GBP, adjusted_amount=35.00 GBP, transaction_status_id=14
Capture attempt with invalid merchant_id: merchant_id=999999, amount=35.00 GBP","1. Verify PreAuth transaction authorized by merchant_id=663207640 with status=14 and adjusted_amount=35.00.
2. Call capture API with wrong merchant_id=999999.
3. Capture the API error response.
4. Verify error response contains 'Invalid merchant' or 'Merchant not found' message.
5. Query payment table and verify transaction_status_id remains 14 (capture failed).
6. Verify captured_amount remains NULL (capture not processed).
7. Check audit_log for failed capture attempt with invalid merchant_id.
8. Verify split_fees records may exist from adjustment but not processed/settled.
9. Verify original merchant (663207640) authorization remains valid.","1. Capture API returns error response:
   - HTTP status: 403 Forbidden or 404 Not Found
   - error_code: 'INVALID_MERCHANT' or 'MERCHANT_NOT_FOUND'
   - error_message: 'Invalid merchant_id' or 'Merchant not authorized for this transaction'
2. Payment table:
   - payment_provider_id: 5
   - txn_type: 'PreAuth'
   - transaction_status_id: 14 (REMAINS 14 - capture failed)
   - amount: 30.00
   - adjusted_amount: 35.00
   - captured_amount: NULL (NOT set to 35.00)
   - merchant_id: 663207640 (original, correct merchant)
3. Audit_log:
   - PreAuth event (status=14)
   - Adjustment event (status=14)
   - Failed capture with invalid merchant_id (status=14)
   - Error: 'Invalid merchant_id: 999999'
4. Split_fees table:
   - May contain records from adjustment
   - Not settled/processed due to failed capture
5. Settlements table: No new records (capture failed).
6. Authorization remains valid for correct merchant.
7. Merchant validation enforced at capture time.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Error Handling,PA-ERROR,AP-PREAUTH-ERROR-005,PreAuth Negative Tip Amount - Adjustment Rejection,"- Ensure the MID is pointed to Adyen
- Transaction authorized for £20.00 with status=14
- Business rule: Only amount increases allowed, no decreases","Authorized transaction: amount=20.00 GBP, transaction_status_id=14
Invalid adjustment: amount=18.00 GBP (attempting £2.00 reduction)
Business rule: Amount reduction not permitted","1. Verify PreAuth transaction with status=14 and amount=20.00.
2. Call adjustment API with amount=18.00 (attempting to reduce by £2.00).
3. Capture the API error response.
4. Verify error message indicates amount reduction not allowed.
5. Query payment table and verify amount remains 20.00 unchanged.
6. Verify adjusted_amount is NULL or not updated.
7. Verify transaction_status_id remains 14 (failed adjustment doesn't change status).
8. Check audit_log for rejected adjustment attempt with validation error.
9. Verify split_fees table has no records.
10. Confirm business rule enforced: Only incremental adjustments allowed.","1. Adjustment API returns error response:
   - HTTP status: 400 Bad Request
   - error_code: 'INVALID_ADJUSTMENT' or 'AMOUNT_REDUCTION_NOT_ALLOWED'
   - error_message: 'Amount reduction not permitted' or 'Only amount increases allowed for PreAuth adjustments'
2. Payment table:
   - payment_provider_id: 5
   - txn_type: 'PreAuth'
   - transaction_status_id: 14 (UNCHANGED)
   - amount: 20.00 (UNCHANGED - original amount retained)
   - adjusted_amount: NULL (NOT updated to 18.00)
   - captured_amount: NULL
3. Audit_log:
   - PreAuth event (status=14, amount=20.00)
   - Rejected adjustment attempt (status=14)
   - Error details: 'Attempted to reduce amount from 20.00 to 18.00 - rejected'
4. Split_fees table: No records.
5. Business rule validation successful:
   - System prevents amount reductions
   - Only incremental adjustments (tips) are allowed
   - Negative adjustments blocked at API level
6. Original £20.00 authorization intact and available for capture.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Error Handling,PA-ERROR,AP-PREAUTH-ERROR-006,PreAuth Capture Before Adjustment - Race Condition Validation,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Capture called before adjustment API","Authorized transaction: amount=25.00 GBP, transaction_status_id=14
Race condition: Capture API called immediately (amount=25.00)
Later attempt: Adjustment API called with amount=29.00 (tip: £4.00)","1. Verify PreAuth transaction with status=14 and amount=25.00.
2. Call capture API immediately with amount=25.00 (before any adjustment).
3. Verify capture succeeds and transaction_status_id changes to 1.
4. Verify captured_amount=25.00 in payment table.
5. After capture completes, attempt to call adjustment API with amount=29.00.
6. Capture the adjustment API error response.
7. Verify error message indicates transaction already captured.
8. Query payment table and verify status remains 1 (cannot revert from captured to PreAuth).
9. Verify adjusted_amount remains NULL or unchanged.
10. Check audit_log for capture-first sequence and rejected post-capture adjustment.","1. Initial capture succeeds:
   - Payment table:
     - transaction_status_id: 1 (changed from 14 to 1)
     - amount: 25.00
     - adjusted_amount: NULL
     - captured_amount: 25.00
2. Audit_log after capture:
   - PreAuth event (status=14)
   - Capture event (status 14→1, amount=25.00)
3. Later adjustment attempt returns error:
   - HTTP status: 400 Bad Request or 409 Conflict
   - error_code: 'INVALID_STATUS' or 'TRANSACTION_ALREADY_CAPTURED'
   - error_message: 'Cannot adjust captured transaction' or 'Transaction already captured'
4. Payment table after failed adjustment:
   - transaction_status_id: 1 (REMAINS 1 - status cannot revert)
   - captured_amount: 25.00 (unchanged)
   - adjusted_amount: NULL (adjustment not applied)
5. Audit_log:
   - Post-capture adjustment rejection logged (status=1)
   - Error: 'Attempted adjustment on captured transaction'
6. Split_fees table: No records (no tip applied).
7. Settlements: Single merchant entry £25.00.
8. Race condition handled correctly:
   - Capture wins when called first
   - Status=1 is final and immutable
   - Post-capture adjustments blocked
9. Tip lost due to race condition - customer charged original amount only.",preauth_capture_delay,P2,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,PreAuth - Concurrent Operations,PA-CONCUR,AP-PREAUTH-CONCUR-001,PreAuth Double Adjustment Request - Idempotency Validation,"- Ensure the MID is pointed to Adyen
- Transaction authorized with status=14
- Two identical adjustment requests sent simultaneously","Authorized transaction: amount=20.00 GBP, transaction_status_id=14
Concurrent requests: Two identical adjustment API calls with amount=23.00 (tip: £3.00)
Both requests sent at same timestamp","1. Verify PreAuth transaction with status=14 and amount=20.00.
2. Send two identical adjustment API requests simultaneously (same xref, same amount=23.00, same split_fee).
3. Capture both API responses.
4. Verify one request succeeds with response_code=0.
5. Verify second request is rejected as duplicate (idempotency check).
6. Query payment table and verify adjusted_amount=23.00 (single update only).
7. Verify transaction_status_id remains 14 throughout both requests.
8. Check audit_log for both adjustment attempts.
9. Verify only ONE split_fees record created (not duplicated).
10. Confirm idempotency mechanism prevents duplicate adjustments.","1. First adjustment API response:
   - response_code: 0
   - status: success
   - message: 'Adjustment applied successfully'
2. Second adjustment API response:
   - response_code: Error or Warning
   - error_code: 'DUPLICATE_REQUEST' or 'IDEMPOTENCY_VIOLATION'
   - message: 'Duplicate adjustment request detected' or 'Request already processed'
3. Payment table (single update):
   - payment_provider_id: 5
   - txn_type: 'PreAuth'
   - transaction_status_id: 14 (REMAINS 14 throughout both requests)
   - amount: 20.00
   - adjusted_amount: 23.00 (SINGLE update, not 26.00)
   - captured_amount: NULL
4. Audit_log:
   - PreAuth event (status=14)
   - First adjustment success (status=14, amount 20→23, timestamp=T1)
   - Second adjustment duplicate/rejected (status=14, timestamp=T1, marked as duplicate)
5. Split_fees table: No records yet (created at capture time).
6. Idempotency validation:
   - System detects duplicate request via xref + timestamp + amount hash
   - Only first request processed
   - Second request rejected with appropriate error
7. Status integrity: Remained 14 throughout concurrent requests.
8. No data corruption from concurrent operations.",preauth_capture_delay,P1,Can't be automated,"AU, UK, US",YES,NA
