Test Case #,Scenario,Precondition,Test Data,Test steps,Expected Result,Labels,Priority,Automation Status,Countries applicable,Partners applicable,Automation mapped TC
TC166,Express pay Sale - Split Type 100 - External Reseller Commission (O2M/BigTable) with Detailed Calculations,"- Merchant pointed to Adyen

- Valid Adyen token available

- External reseller configured (O2M or BigTable)

- Country table configuration:
  - ext_reseller_commission_enabled = 1 (enabled)
  - ext_reseller_merchant_id = configured
  - ext_reseller_fixed_fee = 0.30
  - ext_reseller_percentage_fee = 5.00

- Customer table configuration:
  - merchant_type = 'O2M' or 'BIG-TABLE'

- Merchant A has Merchant B (external reseller) mapped

- Split type_id: 100 (External Reseller Commission)","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Transaction Amount: £10.00

- Merchant configuration:
  - Merchant A (Sale Merchant)
  - Merchant B (External Reseller - O2M/BigTable)

- Country table:
  - ext_reseller_commission_enabled = 1
  - ext_reseller_merchant_id = ""Reseller_Merchant_B_ID""
  - ext_reseller_fixed_fee = 0.30
  - ext_reseller_percentage_fee = 5.00

- Customer table:
  - merchant_type = 'O2M' or 'BIG-TABLE'

- Fee Structure:
  - Datman base fee: 2.50% + £0.20 fixed
  - External reseller fee: 5.00% + £0.30 fixed
  
CRITICAL RULE: External reseller % MUST be higher than Datman %

- All mandatory fields","1. Verify country table configuration:
   - ext_reseller_commission_enabled = 1
   - ext_reseller_merchant_id populated
   - ext_reseller_fixed_fee = 0.30
   - ext_reseller_percentage_fee = 5.00

2. Verify customer table:
   - merchant_type = 'O2M' or 'BIG-TABLE'

3. Process Express pay API request

4. Pass ""sending"" as ""to""

5. Hit API request

6. System automatically calculates external reseller commission

7. Verify three-way commission calculation

8. Verify payments table entries (3 entries)

9. Verify payments_split_commission table entry with type_id = 100","1. API returns 200 with Success and payment_id

2. External Reseller Commission Calculation (Transaction: £10.00):

SQL-Based Calculation:

SET @order_ref = '[order_reference]';
SET @merchant_id = 'Merchant_A_ID';

Step 1 - Get Transaction Total:
SET @total = (SELECT gross/100 FROM payments WHERE order_ref = @order_ref AND merchant_id = @merchant_id);
@total = 10.00

Step 2 - Calculate Datman Commission:
SET @datmancommission = (SELECT (@total × (2.50 / 100) + 0.20) AS datman_commission);
@datmancommission = (£10.00 × 0.025) + £0.20
@datmancommission = £0.25 + £0.20
@datmancommission = £0.45
SELECT ROUND(@datmancommission, 2) AS datmancommission;
RESULT: £0.45

Step 3 - Calculate Reseller Total Commission:
SET @ResellerTotalCommission = (SELECT (@total × (5.00 / 100) + 0.30) AS ResellerTotalCommission);
@ResellerTotalCommission = (£10.00 × 0.05) + £0.30
@ResellerTotalCommission = £0.50 + £0.30
@ResellerTotalCommission = £0.80
SELECT ROUND(@ResellerTotalCommission, 2) AS ResellerTotalCommission;
RESULT: £0.80

Step 4 - Calculate Reseller Net Commission:
SELECT ROUND(@ResellerTotalCommission - @datmancommission, 2) AS ResellerNetCommission;
@ResellerNetCommission = £0.80 - £0.45
RESULT: £0.35

SUMMARY:
-> Datman Commission: £0.45
-> Reseller Total Commission: £0.80
-> Reseller Net Commission: £0.35

VALIDATION: External reseller % (5.00%) > Datman % (2.50%) ✓

3. Database verification - payments table (THREE entries):

Entry 1 - Sale Merchant A:
-> merchant_id: Merchant_A_ID
-> gross: £10.00
-> fee: [merchant's standard fee tier]
-> net: £10.00 - merchant_fee - £0.80 (reseller total deducted)
-> transaction_status_id: 1
-> merchant_type: 'O2M' or 'BIG-TABLE'

Entry 2 - External Reseller B (Net Commission):
-> merchant_id: Reseller_Merchant_B_ID
-> gross: £0.35 (net commission after Datman deduction)
-> fee: £0.00
-> net: £0.35
-> commission_type_id: 100 (External Reseller Commission)
-> transaction_status_id: 1
-> description: ""External Reseller Commission - O2M/BigTable""
-> commission_breakdown: ""Total £0.80 - Datman £0.45 = Net £0.35""

Entry 3 - Datman Commission (from Reseller Total):
-> merchant_id: Datman_Merchant_ID
-> gross: £0.45
-> fee: £0.00
-> net: £0.45
-> description: ""Datman Commission on External Reseller""
-> source: ""External Reseller Total Commission""

4. payments_split_commission table verification:

Entry 1:
-> payment_id: [payment_id]
-> commission_type_id: 100 (External Reseller Commission)
-> partner_merchant_id: Reseller_Merchant_B_ID
-> amount: £0.35 (reseller net commission)
-> merchant_id: Merchant_A_ID
-> calculation_details: {
    ""order_ref"": ""[order_reference]"",
    ""total_gross"": 10.00,
    ""datman_commission"": 0.45,
    ""datman_rate"": ""2.50% + £0.20"",
    ""reseller_total_commission"": 0.80,
    ""reseller_rate"": ""5.00% + £0.30"",
    ""reseller_net_commission"": 0.35,
    ""calculation"": ""ResellerTotal (£0.80) - Datman (£0.45) = Net (£0.35)""
}

5. External Reseller Configuration Validation:

Country table checks:
-> ext_reseller_commission_enabled = 1 ✓
-> ext_reseller_merchant_id = Reseller_Merchant_B_ID ✓
-> ext_reseller_fixed_fee = 0.30 ✓
-> ext_reseller_percentage_fee = 5.00 ✓

Customer table checks:
-> merchant_type = 'O2M' or 'BIG-TABLE' ✓
-> Merchant eligible for external reseller commission ✓

Critical validation rule:
-> ext_reseller_percentage_fee (5.00%) > datman_base_percentage (2.50%) ✓
-> If reseller % ≤ datman %, commission would be negative or zero (INVALID)

6. Financial Flow Summary:

Customer Pays: £10.00

Commission Allocation:
├─ Reseller Total Commission: £0.80
│  ├─ Datman portion: £0.45 (deducted from reseller total)
│  └─ Reseller Net: £0.35 (what reseller receives)
└─ Sale Merchant Net: £10.00 - merchant_fee - £0.80

Three-way distribution:
1. Sale Merchant A: £10.00 - merchant_fee - £0.80
2. External Reseller B: £0.35
3. Datman: £0.45

Total commissions extracted: £0.80 (from £10.00 transaction)

7. Merchant Type Validation:

Valid merchant types:
-> 'O2M' ✓
-> 'BIG-TABLE' ✓

Invalid merchant types (no external reseller commission):
-> 'STANDARD'
-> 'ENTERPRISE'
-> NULL or empty
-> Any other value

If merchant_type is NOT 'O2M' or 'BIG-TABLE':
-> External reseller commission NOT calculated
-> NO commission_type_id 100 entry
-> Standard transaction processing only

8. Toggle Validation:

Scenario A - Toggle ENABLED (ext_reseller_commission_enabled = 1):
-> External reseller commission calculated ✓
-> Three entries in payments table ✓
-> One entry in payments_split_commission table (type 100) ✓
-> Reseller receives net commission ✓
-> Datman receives portion from reseller total ✓

Scenario B - Toggle DISABLED (ext_reseller_commission_enabled = 0):
-> NO external reseller commission calculated
-> NO commission_type_id 100 entry
-> Standard processing only
-> Merchant keeps full amount (minus standard fees)

9. Commission Rate Validation (CRITICAL):

RULE: ext_reseller_percentage_fee MUST be > datman base percentage

Valid configuration:
-> Datman: 2.50% + £0.20
-> Reseller: 5.00% + £0.30 ✓ (5.00% > 2.50%)
-> Reseller net commission: Positive value ✓

Invalid configuration:
-> Datman: 2.50% + £0.20
-> Reseller: 2.00% + £0.30 ✗ (2.00% < 2.50%)
-> Reseller net commission: Negative value ✗

System behavior on invalid config:
-> Error: ""External reseller commission rate must be higher than Datman fee rate""
-> Transaction validation fails
-> OR reseller net commission = 0 or negative (invalid state)

10. Adyen Split Array:

Adyen receives three-way split:
[
  {
    ""merchant"": ""Merchant_A_ID"",
    ""amount"": [net amount in cents after all deductions],
    ""type"": ""MarketPlace""
  },
  {
    ""merchant"": ""Reseller_Merchant_B_ID"",
    ""amount"": 35, // £0.35 in cents
    ""type"": ""Commission"",
    ""description"": ""External Reseller Net""
  },
  {
    ""merchant"": ""Datman_Merchant_ID"",
    ""amount"": 45, // £0.45 in cents
    ""type"": ""Commission"",
    ""description"": ""Datman from Reseller""
  }
]

11. gateway_request_log - original request logged

12. webhook_log - payment_success webhook sent

13. Settlement Report:

Sale Merchant A Report:
-> Gross: £10.00
-> Merchant Fee: [standard fee]
-> External Reseller Commission: -£0.80
-> Net: £10.00 - merchant_fee - £0.80
-> Display: ""External reseller commission deducted""

External Reseller B Report:
-> Gross Commission: £0.80
-> Datman Deduction: -£0.45
-> Net Commission: £0.35
-> Calculation: ""Total (5.00% + £0.30) - Datman (2.50% + £0.20)""

Datman Report:
-> Commission from External Reseller: £0.45
-> Source: ""External Reseller O2M/BigTable commission""
-> Rate: ""2.50% + £0.20 of gross transaction""

14. SQL Query Reference for Validation:

Query to verify commission calculation:

SELECT 
    @total AS transaction_amount,
    ROUND((@total × (2.50 / 100) + 0.20), 2) AS datman_commission,
    ROUND((@total × (5.00 / 100) + 0.30), 2) AS reseller_total,
    ROUND(((@total × (5.00 / 100) + 0.30) - (@total × (2.50 / 100) + 0.20)), 2) AS reseller_net
FROM payments 
WHERE order_ref = @order_ref 
AND merchant_id = @merchant_id;

Expected result for £10 transaction:
| transaction_amount | datman_commission | reseller_total | reseller_net |
|--------------------|-------------------|----------------|--------------|
| 10.00              | 0.45              | 0.80           | 0.35         |","express_checkout_splits;
express_checkout_adyen;
split_type_100_reseller_commission;
external_reseller;
o2m_bigtable;
commission_calculation;",P1,Automated,"UK, US",NA,"AD_EC_TC_038_uk_sale_bigtable_split_with_full_refund.spec.js
AD_EC_TC_030_us_o2m_sale_refund_to_card_partial_refund.spec.js
AD_EC_TC_029_us_o2m_sale_refund_to_card_sanity.spec.js"
TC167,Express pay Sale - Multiple Split Types - Type 7 + 11 + 100 Combined,"- Merchant in Australia pointed to Adyen

- Valid Adyen token for AU

- Multiple split types configured

- Partner merchant IDs for all split types","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Country: Australia

- Multiple splits in SplitFee array:
""SplitFee"":[
{""partner_merchant_id"":""663208111"",""type_id"":7,""value_type"":""amount"",""value"":""5.00""},
{""partner_merchant_id"":""datman_aus_id"",""type_id"":11,""value_type"":""percentage"",""value"":""2.5""},
{""partner_merchant_id"":""reseller_partner_id"",""type_id"":100,""value_type"":""amount"",""value"":""10.00""}
]

- Transaction amount sufficient to cover all splits","1. Process API request with multiple split types (7, 11, 100)

2. Pass ""sending"" as ""to""

3. Hit API request

4. Verify all splits allocated correctly

5. Check database for multiple split entries","1. API returns 200 with Success and payment_id

2. Database verification:

-> gateway_request_log - all splits in SplitFee array captured

-> payments table - gross amount covers all splits + base amount

-> payments_split_commission table - THREE entries verified:
   Entry 1: commission_type_id(7 - Price Uplift), partner_merchant_id(663208111), amount(5.00)
   Entry 2: commission_type_id(11 - AUS Datman Commission), partner_merchant_id(datman_aus_id), amount(calculated 2.5%)
   Entry 3: commission_type_id(100 - External Reseller), partner_merchant_id(reseller_partner_id), amount(10.00)

-> webhook_log - payment_success sent

3. Split allocation calculation:

-> Example: Gross amount £200
-> Price uplift: £5.00
-> AUS commission: £200 × 2.5% = £5.00
-> Reseller commission: £10.00
-> Total splits: £20.00
-> Net to merchant: £200 - £20.00 - fees

4. Adyen dashboard shows all three splits allocated correctly

5. Settlement report displays breakdown of all commission types","express_checkout_splits;
express_checkout_adyen;
multiple_split_types;
region_au;
",P1,Automated,"AU, UK, US",NA,AD_EC_TC_031_au_3ds_sale_with_split_price_uplift_partial_refund_to_card.spec.js
TC168,Express pay Sale - Cross-browser Compatibility - Chrome Desktop,"- Merchant pointed to Adyen

- Valid Adyen token available

- Chrome browser on Desktop

- 3DS authentication may be required","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Browser info in payload:
  - userAgent: Chrome Desktop user agent string
  - Device: Desktop
  - Browser: Chrome (latest version)

- All mandatory fields","1. Open Chrome browser on Desktop

2. Process Express pay API request with Chrome Desktop user agent

3. Include browser and device info in payload

4. If 3DS triggered, complete authentication in Chrome

5. Verify transaction success

6. Test UI rendering and functionality","1. API returns 200 with Success and payment_id

2. Browser compatibility verified:

-> Chrome Desktop fully supported
-> No rendering issues
-> 3DS page (if triggered) displays correctly
-> All buttons and forms functional

3. Database verification:

-> gateway_request_log - Chrome Desktop user agent captured
-> payments table - transaction_status_id(1)
-> Browser metadata stored

4. 3DS flow (if applicable):

-> 3DS page renders correctly in Chrome
-> OTP input field functional
-> Submit button works
-> Authentication completes successfully

5. UI/UX validation:

-> Payment forms render properly
-> No JavaScript errors
-> Responsive design works
-> All interactive elements functional

6. Transaction successful on Chrome Desktop","express_checkout_browser;
express_checkout_adyen;
chrome_desktop;
cross_browser;
",P2,Automated,"AU, UK, US",NA,AD_EC_TC_005_us_3ds_sale.spec.js
TC169,Express pay Sale - 3DS Authentication with Split Transactions (Type 1 + Type 2),"- Merchant pointed to Adyen

- Valid Adyen token requiring 3DS

- Multiple splits configured

- 3DS authentication enabled","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- cancel_url: https://merchant.com/cancel

- back_url: https://merchant.com/back

- Transaction amount: £100

- SplitFee array:
[
  {""partner_merchant_id"": ""Split_Merchant1"", ""type_id"": 1, ""value"": ""20""},
  {""partner_merchant_id"": ""Split_Merchant2"", ""type_id"": 2, ""value"": ""10""}
]

- All mandatory 3DS fields provided","1. Process Express pay API request with splits and 3DS

2. User redirected to 3DS authentication page

3. Complete 3DS authentication (OTP entry)

4. Verify 3DS success

5. Verify split allocation after 3DS

6. Check all database entries","1. API initiates 3DS flow with splits

2. 3DS authentication page displayed

3. User completes authentication successfully

4. Database verification:

-> payments table: 3 entries (Sale merchant + 2 splits)
   - Sale merchant: gross £100, split amounts deducted
   - Split merchant1: gross £20, net £20
   - Split merchant2: gross £10, net £10

-> adyen_3ds_log: 3DS authentication logged
   - challenge_required: true
   - authentication_result: success

-> payments_split_commission table: 2 entries
   - Split1: type_id 1, amount £20
   - Split2: type_id 2, amount £10

5. Adyen split array includes all three merchants

6. 3DS authentication completes before split processing

7. webhook_log: payment_success sent after 3DS completion

8. All splits allocated correctly post-authentication","express_checkout_3ds;
express_checkout_splits;
express_checkout_adyen;
3ds_with_splits;",P1,Automated,"AU, UK, US",NA,AD_EC_TC_023_au_3ds_sale_with_split_sanity.spec.js
TC170,Express pay Sale - Refund with Multiple Split Types (Type 1 + Type 7 + Type 11),"- Merchant in Australia

- Merchant pointed to Adyen

- Successful Express pay transaction with multiple splits

- Original transaction includes Type 1, Type 7, and Type 11 splits","- Original transaction details:
  - Total: £100
  - Split Type 1: £10
  - Split Type 7 (Price Uplift): £15
  - Split Type 11 (AUS Datman): £2.75 (auto-calculated)

- Refund amount: £100 (full refund)

- All merchants configured

- datman_split_commission_enabled = 1","1. Retrieve original transaction with multiple splits

2. Process full refund API request

3. Verify refund processing for main transaction

4. Verify refund processing for all splits

5. Check datman commission refund (Type 11)

6. Verify database entries","1. Refund API returns 200 with success

2. Database verification - refunds table:

-> Main refund entry:
   - original_payment_id
   - refund_amount: £100
   - refund_status: completed

3. Split refunds processing:

-> payments table: All 4 entries marked as refunded
   - Sale merchant: refunded
   - Split merchant1 (Type 1): refunded £10
   - Split merchant2 (Type 7): refunded £15
   - Datman AUS (Type 11): refunded £2.75

-> payments_split_commission table: All splits marked as refunded

-> datman_split_commission table:
   - refund_processed = 1
   - refund_amount = £2.75
   - Commission automatically refunded

4. Financial reconciliation:

-> Customer receives: £100 full refund
-> All splits reversed:
   - Split Type 1: -£10
   - Split Type 7: -£15
   - Split Type 11: -£2.75 (auto)

5. webhook_log: refund_success webhook sent

6. All merchants see refund in their accounts

7. Adyen dashboard shows complete refund with all split reversals","express_checkout_refund;
express_checkout_splits;
express_checkout_adyen;
split_type_aus_commission;
refund_with_splits;
",P1,Automated,"AU, UK, US",NA,"AD_EC_TC_024_au_3ds_sale_with_split_refund_to_card.spec.js
AD_EC_TC_025_au_3ds_sale_with_split_refund_to_wallet.spec.js"
TC171,Express pay Sale - Invalid Split Type Error Handling,"- Merchant pointed to Adyen

- Valid Adyen token

- Invalid split type_id in payload","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- SplitFee array with invalid type:
[
  {""partner_merchant_id"": ""Split_Merchant1"", ""type_id"": 999, ""value"": ""10""}
]

- type_id 999 does not exist in system

- All mandatory fields","1. Process Express pay API request with invalid split type_id

2. System validates split type_id

3. Verify validation error

4. Check error response

5. Verify no database entries created","1. API validation error:

HTTP Status: 400 Bad Request

Response:
{
    ""outcome"": ""failed"",
    ""message"": ""Invalid split type. Please provide a valid split type_id."",
    ""code"": 4005
}

2. Valid split type_ids:
   - 1: Food/Goods
   - 2: Marketplace Fee
   - 3: Delivery Fee
   - 4: Delivery Tip
   - 5: Restaurant Tip
   - 6: Service Charge
   - 7: Price Uplift
   - 11: AUS Datman Commission
   - 100: External Reseller Commission

3. Database verification:

-> gateway_request_log: request logged with validation error
-> payments table: NO entry created
-> payments_split_commission table: NO entry created
-> Transaction blocked at validation stage

4. No webhook sent

5. User receives clear error message about invalid split type

6. System prevents processing with unknown split types","express_checkout_splits;
express_checkout_adyen;
split_validation;
negative_test;
",P1,Automated,"AU, UK, US",NA,AD_EC_TC_112_uk_sale_invalid_split_type_error_handling.spec.js
TC172,Express pay Sale - Negative Split Amount Error,"- Merchant pointed to Adyen

- Valid Adyen token

- Negative amount in split configuration","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- SplitFee array with negative amount:
[
  {""partner_merchant_id"": ""Split_Merchant1"", ""type_id"": 1, ""value"": ""-10""}
]

- All mandatory fields","1. Process Express pay API request with negative split amount

2. System validates split amounts

3. Verify validation error

4. Check error response","1. API validation error:

HTTP Status: 400 Bad Request

Response:
{
    ""outcome"": ""failed"",
    ""message"": ""Invalid split amount. Split amounts must be positive values."",
    ""code"": 4006
}

2. Database verification:

-> gateway_request_log: request logged with validation error
-> payments table: NO entry created
-> payments_split_commission table: NO entry created

3. Validation rules enforced:

-> Split amount must be > 0
-> Split amount must be numeric
-> Split amount must be reasonable (not exceeding transaction total)

4. Transaction blocked at validation

5. Clear error message returned to user","express_checkout_splits;
split_validation;
negative_test;
",P1,Automated,"AU, UK, US",NA,AD_EC_TC_149_uk_sale_negetive_split_amount_error_handling.spec.js
TC173,Express pay Sale - Split Amount Exceeds Transaction Total,"- Merchant pointed to Adyen

- Valid Adyen token

- Split amounts exceed transaction gross","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Transaction amount: £50

- SplitFee array with excessive amounts:
[
  {""partner_merchant_id"": ""Split_Merchant1"", ""type_id"": 1, ""value"": ""40""},
  {""partner_merchant_id"": ""Split_Merchant2"", ""type_id"": 2, ""value"": ""30""}
]

Total splits: £70 > Transaction: £50

- All mandatory fields","1. Process Express pay API request

2. System calculates total split amounts

3. Compare splits total vs transaction gross

4. Verify validation error","1. API validation error:

HTTP Status: 400 Bad Request

Response:
{
    ""outcome"": ""failed"",
    ""message"": ""Total split amount (£70) exceeds transaction total (£50)"",
    ""code"": 4007
}

2. Validation logic:

-> Calculate: SUM(all split amounts)
-> Compare: Total splits vs Transaction gross
-> Rule: SUM(splits) must be ≤ Transaction gross
-> Error if: SUM(splits) > Transaction gross

3. Database verification:

-> gateway_request_log: validation error logged
-> payments table: NO entry created
-> payments_split_commission table: NO entry created

4. Financial protection:

-> Prevents over-allocation of funds
-> Ensures merchant receives appropriate amount
-> Protects against configuration errors

5. Clear error message with amounts shown","express_checkout_splits;
split_validation;
negative_test;
",P1,Automated,"AU, UK, US",NA,AD_EC_TC_114_uk_sale_split_amount_exceeds_transaction_total.spec.js
TC174,Express pay Sale - Zero Amount Split Validation,"- Merchant pointed to Adyen

- Valid Adyen token

- Split with zero amount","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Transaction amount: £100

- SplitFee array with zero amount:
[
  {""partner_merchant_id"": ""Split_Merchant1"", ""type_id"": 1, ""value"": ""0""}
]

- All mandatory fields","1. Process Express pay API request with zero split amount

2. System validates split amounts

3. Verify validation error or acceptance

4. Check system behavior","1. API validation error:

HTTP Status: 400 Bad Request

Response:
{
    ""outcome"": ""failed"",
    ""message"": ""Invalid split amount. Split amounts must be greater than zero."",
    ""code"": 4008
}

2. Validation rule:

-> Split amount must be > 0
-> Zero splits not allowed
-> Empty/null splits rejected

3. Database verification:

-> gateway_request_log: validation error
-> payments table: NO entry created
-> payments_split_commission table: NO entry created

4. Rationale:

-> Zero splits serve no business purpose
-> Creates unnecessary database entries
-> Potential for confusion in reporting
-> Clean data integrity maintained

5. User must provide positive split amounts only","express_checkout_splits;
split_validation;
negative_test;
",P2,Automated,"AU, UK, US",NA,AD_EC_TC_149_uk_sale_negetive_split_amount_error_handling.spec.js
TC175,Express pay Sale - Maximum Splits Limit Test,"- Merchant pointed to Adyen

- Valid Adyen token

- Attempting to add more splits than system maximum","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Transaction amount: £1000

- SplitFee array with 11+ split entries (exceeding max of 10)

- System maximum splits per transaction: 10

- All mandatory fields","1. Process Express pay API request with 11+ splits

2. System validates split count

3. Verify maximum limit enforcement

4. Check error response","1. API validation error:

HTTP Status: 400 Bad Request

Response:
{
    ""outcome"": ""failed"",
    ""message"": ""Maximum splits limit exceeded. Maximum 10 splits allowed per transaction."",
    ""code"": 4009
}

2. System limits:

-> Maximum splits per transaction: 10
-> Includes all split types (1-100)
-> Enforced at API validation layer

3. Database verification:

-> gateway_request_log: validation error logged
-> payments table: NO entry created
-> payments_split_commission table: NO entry created

4. Reason for limit:

-> Performance optimization
-> Complexity management
-> Adyen API limitations
-> Database efficiency

5. If more splits needed, user must:
   - Consolidate some splits
   - Split into multiple transactions
   - Review business requirements

6. Clear error with max limit specified","express_checkout_splits;
split_validation;
limit_test;
negative_test;
",P2,Cant be automated,"AU, UK, US",NA,NA
TC176,Express pay Sale - Multicurrency with AUS Datman Commission (Type 11),"- Merchant in Australia

- Merchant pointed to Adyen

- AUS Datman commission enabled

- Transaction in AUD currency","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- Country: Australia (country_id: 3)

- Currency: AUD

- Transaction amount: 100 AUD

- datman_split_commission_enabled = 1

- datman_split_commission_reseller_id configured

- All mandatory fields","1. Process Express pay API request in AUD

2. System calculates Datman commission in AUD

3. Verify currency consistency

4. Check database entries

5. Verify Adyen split in AUD","1. API returns 200 with Success and payment_id

2. Datman Commission Calculation (in AUD):

Transaction: 100 AUD

Commission: (100 AUD × 2.50%) + 0.20 AUD = 2.70 AUD

3. Database verification - payments table:

Entry 1 - AU Merchant:
-> gross: 100.00 AUD
-> currency_code: 'AUD'
-> net: 100.00 - merchant_fee - 2.70 AUD

Entry 2 - Datman AUS Commission:
-> gross: 2.70 AUD
-> currency_code: 'AUD'
-> commission_type_id: 11

4. datman_split_commission table:
-> commission_amount: 2.70 AUD
-> currency: 'AUD'

5. Currency consistency:

-> All amounts in AUD
-> No currency conversion
-> Commission formula applied in native currency
-> Adyen split in AUD cents (270 AUD cents)

6. Settlement in AUD:

-> AU Merchant: settles in AUD
-> Datman Commission: settles in AUD
-> No FX conversion needed

7. webhook_log: payment_success with AUD amounts","express_checkout_splits;
express_checkout_multicurrency;
split_type_aus_commission;
region_au;
",P1,Automated,"AU, UK, US",NA,AD_EC_TC_003_au_sale_refund_to_wallet_sanity.spec.js
TC177,Express pay Sale - Concurrent Split Transactions Same Merchant,"- Merchant pointed to Adyen

- Valid Adyen tokens

- Multiple simultaneous transactions with splits

- Same merchant processing parallel transactions","- Email - testing@datman.je

- CVV: 737

- api_key : (refer to QA team)

- Webhook url: webhook_url

- 5 concurrent transactions

- Each transaction: £100 with splits
  - Split Type 1: £20
  - Split Type 2: £10

- All mandatory fields

- Load testing tool configured","1. Initiate 5 concurrent Express pay transactions

2. Each transaction has same split configuration

3. Verify all transactions process independently

4. Check database consistency

5. Verify no race conditions

6. Check Adyen split allocation for all","1. All 5 transactions return 200 Success

2. Database verification - payments table:

-> 15 total entries created:
   - 5 main merchant entries (5 × £100)
   - 5 split merchant1 entries (5 × £20)
   - 5 split merchant2 entries (5 × £10)

3. payments_split_commission table:

-> 10 entries total:
   - 5 Type 1 splits (£20 each)
   - 5 Type 2 splits (£10 each)

4. Concurrent processing verification:

-> No transaction blocks others
-> Each transaction has unique payment_id
-> All splits allocated independently
-> No race conditions detected
-> Database locks handled correctly

5. Financial accuracy:

-> Total processed: 5 × £100 = £500
-> Total Split Type 1: 5 × £20 = £100
-> Total Split Type 2: 5 × £10 = £50
-> All amounts reconcile correctly

6. Adyen split arrays:

-> 5 separate split arrays sent to Adyen
-> Each with 3-way split (Main + Split1 + Split2)
-> All processed successfully

7. Performance metrics:

-> Average response time: <5 seconds per transaction
-> No timeouts
-> No failures due to concurrency

8. webhook_log: 5 payment_success webhooks sent","express_checkout_splits;
express_checkout_adyen;
concurrent_transactions;
performance;
",P2,Automated,"AU, UK, US",NA,AD_EC_TC_010_au_sale_split_with_same_partner_merchant_id.spec.js
TC179,Express pay Sale - Partial Refund with Split Allocation,"- Merchant pointed to Adyen

- Successful transaction with splits

- Original transaction: £100 with £20 split (Type 1)

- Partial refund scenario","- Original transaction:
  - Total: £100
  - Split Type 1: £20
  - Merchant keeps: £80

- Partial refund amount: £50

- All mandatory fields

- Refund API configured","1. Retrieve original transaction with split

2. Process partial refund of £50

3. Verify refund split allocation

4. Check how £50 is distributed

5. Verify database entries","1. Partial refund API returns 200 Success

2. Refund allocation logic:

Option A - Proportional refund:
-> Total original: £100 (Merchant £80 + Split £20)
-> Refund: £50 (50% of total)
-> Merchant refund: £50 × (80/100) = £40
-> Split refund: £50 × (20/100) = £10

Option B - Merchant-first refund:
-> Refund: £50 from merchant portion (£80)
-> Merchant refund: £50
-> Split refund: £0 (split untouched)

3. Database verification (assuming Option A):

-> refunds table:
   - refund_amount: £50
   - original_payment_id

-> payments table updates:
   - Merchant: refunded £40
   - Split merchant: refunded £10

-> payments_split_commission table:
   - Original split: £20
   - Refunded: £10
   - Remaining: £10

4. Financial reconciliation:

Original:
- Merchant: £80
- Split: £20
- Total: £100

After partial refund:
- Merchant: £40 (£80 - £40)
- Split: £10 (£20 - £10)
- Total: £50 ✓

Customer refunded: £50 ✓

5. webhook_log: refund webhook with split details

6. Partial refund correctly allocated across splits

7. Remaining balances accurate for all parties","express_checkout_refund;
express_checkout_splits;
partial_refund;
split_allocation;
",P1,Automated,"AU, UK, US",NA,AD_EC_TC_026_au_3ds_sale_with_split_partial_refund_to_card.spec.js
